CustomerID,total_spent,avg_spent,order_count,favorite_product,favorite_product_right
43079,29970.69,555.01,54,"Pepper - Black, Whole",Tray - 16in Rnd Blk
64441,42601.22,819.25,52,"Shrimp - Baby, Warm Water",Cream Of Tartar
85902,53551.24,1164.16,46,Cookies Cereal Nut,Pears - Bosc
80748,54984.04,1037.43,53,Kellogs Special K Cereal,"Thyme - Lemon, Fresh"
84035,48124.07,982.12,49,Steam Pan - Half Size Deep,Remy Red
81710,60573.44,1026.67,59,"Thyme - Lemon, Fresh",Guinea Fowl
76841,38477.49,1068.82,36,Bread - Hot Dog Buns,Bread - Hot Dog Buns
59138,40552.67,827.61,49,Beef - Prime Rib Aaa,Beef - Prime Rib Aaa
84823,56298.55,1148.95,49,Tea - English Breakfast,"Beets - Candy Cane, Organic"
69193,42358.1,847.16,50,Chocolate - Dark,Raspberries - Fresh
52958,40961.17,731.45,56,"Bar Mix - Pina Colada, 355 Ml","Bar Mix - Pina Colada, 355 Ml"
89810,49267.79,1145.76,43,Wine - Chablis 2003 Champs,"Pepper - Paprika, Hungarian"
84413,58695.35,1150.89,51,Cup - Translucent 7 Oz Clear,Whmis - Spray Bottle Trigger
96214,65245.75,1165.1,56,Duck - Breast,Duck - Breast
57549,30165.45,887.22,34,V8 - Berry Blend,Tomatoes Tear Drop
82900,50156.97,1067.17,47,Cheese - Mix,Bacardi Breezer - Tropical
91189,53362.1,1212.78,44,Cheese - Victor Et Berthold,Bread Crumbs - Japanese Style
63670,37023.05,822.73,45,Banana Turning,Sponge Cake Mix - Chocolate
73301,56835.82,1033.38,55,Beef - Montreal Smoked Brisket,Bread - Italian Roll With Herbs
56617,40503.29,920.53,44,Veal - Sweetbread,"Yogurt - Blueberry, 175 Gr"
79882,50714.19,1126.98,45,Whmis - Spray Bottle Trigger,Beef - Ground Medium
63705,27675.82,813.99,34,Soup Campbells - Italian Wedding,"Cheese - Boursin, Garlic / Herbs"
48643,33252.52,593.79,56,Bandage - Fexible 1x3,Papayas
83370,44952.32,998.94,45,Cornflakes,Cornflakes
78408,40166.3,1057.01,38,Ocean Spray - Ruby Red,Clam Nectar
76145,64657.7,1095.89,59,Soupfoamcont12oz 112con,Arizona - Green Tea
74481,43181.24,959.58,45,Muffin Batt - Blueberry Passion,Chocolate - Dark
95855,68972.11,1407.59,49,Fond - Neutral,Whmis - Spray Bottle Trigger
51484,34000.01,653.85,52,"Oil - Shortening,liqud, Fry","Placemat - Scallop, White"
66576,34579.38,843.4,41,Spinach - Baby,Spinach - Baby
40504,24590.75,501.85,49,Coffee Decaf Colombian,Coffee Decaf Colombian
45637,31042.9,674.85,46,Bread - Multigrain,Bread - Multigrain
75579,51327.81,1115.82,46,Kellogs Special K Cereal,Fond - Neutral
80804,45335.01,1133.38,40,Smoked Paprika,Dried Figs
41984,32444.49,636.17,51,Cumin - Whole,Puree - Passion Fruit
68392,44816.07,914.61,49,"Veal - Inside, Choice",Rabbit - Whole
46304,24289.66,506.03,48,"Mushroom - Trumpet, Dry","Mushroom - Trumpet, Dry"
67514,49398.49,1008.13,49,"Juice - Cranberry, 341 Ml","Soup - Campbells, Beef Barley"
54020,46157.61,699.36,66,Berry Brulee,Berry Brulee
64945,42140.89,780.39,54,Towels - Paper / Kraft,Cheese - Mix
97394,58015.57,1318.54,44,"Liners - Banana, Paper",Cookie - Dough Variety
85669,46352.29,1053.46,44,Scallops 60/80 Iqf,Puree - Passion Fruit
84839,56002.83,1191.55,47,Chocolate - Feathers,Chocolate - Feathers
47780,36810.89,645.81,57,"Soup - Campbells, Beef Barley",Quiche Assorted
89667,53564.61,1164.45,46,Pears - Bosc,Assorted Desserts
46465,24788.9,576.49,43,Coffee Decaf Colombian,Coffee Decaf Colombian
76327,50449.07,934.24,54,Beer - Rickards Red,"Chicken - Leg, Boneless"
61250,37709.11,857.03,44,Lettuce - Treviso,Lettuce - Treviso
72617,51165.63,965.39,53,Wine - Two Oceans Cabernet,Cheese - Victor Et Berthold
97046,70654.87,1385.39,51,"Chestnuts - Whole,canned",Beef - Rib Eye Aaa
64191,36772.95,835.75,44,"Pepper - Paprika, Hungarian","Pepper - Paprika, Hungarian"
46974,26237.64,596.31,44,Nantucket - Pomegranate Pear,Nantucket - Pomegranate Pear
58734,32485.74,773.47,42,"Wine - Red, Harrow Estates, Cab","Wine - Red, Harrow Estates, Cab"
69229,30298.27,704.61,43,Tea - Jasmin Green,Cheese - Cottage Cheese
51115,31167.36,677.55,46,Scallops - Live In Shell,Quiche Assorted
58784,43626.62,681.67,64,Yeast Dry - Fermipan,Quiche Assorted
51678,31632.7,645.57,49,"Pork - Bacon, Double Smoked",Garlic - Peeled
40390,26127.88,555.91,47,Wine - White Cab Sauv.on,Wine - Toasted Head
81325,42458.67,1035.58,41,Clam Nectar,Flavouring - Orange
76627,55648.43,1135.68,49,Grapes - Red,Phyllo Dough
98597,64824.75,1440.55,45,"Hickory Smoke, Liquid","Hickory Smoke, Liquid"
77118,58665.82,1128.19,52,Foam Dinner Plate,Foam Dinner Plate
83427,55079.84,1171.91,47,Barramundi,Coffee Decaf Colombian
52112,26037.94,578.62,45,Beef Wellington,Beef Wellington
51939,38088.08,793.5,48,Fenngreek Seed,"Liners - Banana, Paper"
44851,34397.74,625.41,55,Rice - Jasmine Sented,Artichokes - Jerusalem
97939,73086.87,1141.98,64,Flour - Whole Wheat,Ecolab - Lime - A - Way 4/4 L
86479,71915.75,1042.26,69,Wine - Chablis 2003 Champs,Bandage - Flexible Neon
39995,29961.12,554.84,54,Ice Cream Bar - Drumstick,V8 - Berry Blend
97397,51167.04,1162.89,44,Crackers Cheez It,Lettuce - Treviso
43574,31623.02,645.37,49,Bread - Italian Roll With Herbs,"Bread - Roll, Canadian Dinner"
40004,36103.38,591.86,61,Mayonnaise - Individual Pkg,Sardines
85220,46367.96,1104.0,42,Coffee - Hazelnut Cream,"Coconut - Shredded, Sweet"
59395,41817.25,853.41,49,Broom - Corn,Liners - Baking Cups
83818,54067.88,1228.82,44,Wine - Gato Negro Cabernet,Wine - Gato Negro Cabernet
58359,26101.37,652.53,40,Corn Meal,Corn Meal
53880,30302.34,797.43,38,Cheese - Cheddarsliced,"Turkey - Whole, Fresh"
39536,35185.9,606.65,58,Butter - Unsalted,Potatoes - Idaho 100 Count
94667,73648.52,1363.86,54,"Pepsi - Diet, 355 Ml",Tea - Decaf Lipton
76329,51596.8,938.12,55,Langers - Ruby Red Grapfruit,Truffle Cups - Brown
79175,54277.18,1085.54,50,Wine - Crozes Hermitage E.,Lettuce - Treviso
48998,29724.32,691.26,43,Raspberries - Fresh,Soup Knorr Chili With Beans
56605,32931.52,823.29,40,Garlic - Elephant,Garlic - Elephant
95045,49000.8,1195.14,41,"Orange - Canned, Mandarin","Wine - Magnotta, Merlot Sr Vqa"
71944,56677.6,994.34,57,Baking Powder,Pastry - Butterscotch Baked
74757,39637.69,943.75,42,Artichokes - Jerusalem,Sugar - Fine
57737,34784.87,632.45,55,Ocean Spray - Kiwi Strawberry,"Pork - Bacon, Double Smoked"
44993,31498.15,617.61,51,Truffle Cups - Brown,Truffle Cups - Brown
59326,28687.72,754.94,38,"Placemat - Scallop, White",Wine - Chardonnay South
84080,48091.8,1118.41,43,Durian Fruit,Wine - Alsace Gewurztraminer
84327,54843.72,945.58,58,Crackers Cheez It,Sherry - Dry
93461,58343.77,1389.14,42,"Pork - Loin, Bone - In","Veal - Inside, Choice"
62685,27712.11,675.91,41,Wine - Charddonnay Errazuriz,Cheese - Parmesan Grated
90308,59943.74,1198.87,50,Ice Cream Bar - Hageen Daz To,Lettuce - Frisee
73117,41089.84,1002.19,41,Mustard Prepared,Mustard Prepared
65716,40586.14,922.41,44,"Soup - Campbells, Beef Barley","Cheese - Boursin, Garlic / Herbs"
71402,49828.39,1038.09,48,Wine - Magnotta - Cab Sauv,Wine - Magnotta - Cab Sauv
92047,50886.73,1156.52,44,Wine - Redchard Merritt,Wine - Redchard Merritt
44580,31340.63,591.33,53,Vinegar - Tarragon,Squid - Tubes / Tenticles 10/20
97605,63535.66,1198.79,53,Bagel - Plain,Flour - Whole Wheat
84615,63485.62,1154.28,55,Garlic - Elephant,Garlic - Elephant
85369,64582.54,1133.03,57,Steam Pan - Half Size Deep,Steam Pan - Half Size Deep
62854,39087.86,868.62,45,Garbag Bags - Black,Bread - Multigrain
62048,35234.67,819.41,43,Soup Knorr Chili With Beans,Soup Knorr Chili With Beans
82576,46103.91,1047.82,44,Cattail Hearts,"Cheese - Boursin, Garlic / Herbs"
41055,23429.37,544.87,43,Milk - 2%,Milk - 2%
52529,27225.87,648.23,42,"Pasta - Penne, Rigate, Dry",Table Cloth 62x114 White
42739,27670.23,564.7,49,Coffee Decaf Colombian,V8 - Berry Blend
68999,45186.49,903.73,50,"Juice - Cranberry, 341 Ml","Juice - Cranberry, 341 Ml"
42734,30204.5,604.09,50,Wine - Redchard Merritt,Turkey - Oven Roast Breast
80140,49895.99,1084.7,46,Tuna - Salad Premix,"Pepsi - Diet, 355 Ml"
47226,16551.35,613.01,27,Carbonated Water - Cherry,"Rosemary - Primerba, Paste"
42180,36484.96,579.13,63,Beets - Mini Golden,Beets - Mini Golden
93128,65622.2,1426.57,46,Thermometer Digital,Thermometer Digital
50904,34526.57,704.62,49,Hersey Shakes,Scallops - Live In Shell
97319,54106.79,1127.22,48,Chips Potato All Dressed - 43g,Kiwi
73391,35787.95,832.28,43,Longos - Grilled Salmon With Bbq,Muffin - Carrot Individual Wrap
72045,40479.59,861.27,47,"Sole - Dover, Whole, Fresh","Rosemary - Primerba, Paste"
71313,40577.61,922.22,44,Tray - 16in Rnd Blk,Tray - 16in Rnd Blk
98159,51585.58,1289.64,40,Squid - Tubes / Tenticles 10/20,Squid - Tubes / Tenticles 10/20
40435,30504.57,622.54,49,Truffle Cups - Brown,Wine - Prosecco Valdobiaddene
90641,54678.47,1115.89,49,Cream Of Tartar,Island Oasis - Mango Daiquiri
89570,70487.21,1174.79,60,Wine - Sogrape Mateus Rose,Olive - Spread Tapenade
94538,70788.2,1241.9,57,Wonton Wrappers,Flour - Teff
93487,74255.05,1280.26,58,Pop Shoppe Cream Soda,Appetizer - Sausage Rolls
84889,39175.4,1030.93,38,Fenngreek Seed,Cinnamon Buns Sticky
85470,57450.91,1172.47,49,Bandage - Fexible 1x3,Pail For Lid 1537
49304,26491.49,715.99,37,Barramundi,Grenadine
83815,57036.09,1076.15,53,Beer - Labatt Blue,Rice - Long Grain
87224,64415.06,1171.18,55,Creme De Banane - Marie,Creme De Banane - Marie
59308,44620.74,874.92,51,Snapple Lemon Tea,"Cheese - Brie,danish"
88721,55775.81,1212.52,46,Zucchini - Yellow,Zucchini - Yellow
57472,44564.14,810.26,55,"Sole - Dover, Whole, Fresh","Pepper - Black, Whole"
76913,49104.84,1067.5,46,Cocoa Butter,Rum - Mount Gay Eclipes
40441,23389.16,584.73,40,Oil - Shortening - All - Purpose,Oil - Shortening - All - Purpose
71355,43398.75,923.38,47,"Veal - Brisket, Provimi,bnls",Pastry - Raisin Muffin - Mini
82966,58551.38,1171.03,50,Wine - Fume Blanc Fetzer,Wine - Fume Blanc Fetzer
48188,26057.4,592.21,44,Sherry - Dry,"Soup - Campbells, Cream Of"
81807,48231.44,945.71,51,Smirnoff Green Apple Twist,Smirnoff Green Apple Twist
81033,46728.03,994.21,47,Potatoes - Idaho 100 Count,"Soup - Campbells, Cream Of"
44639,30087.52,527.85,57,Wine - Fume Blanc Fetzer,Ezy Change Mophandle
42365,29998.47,576.89,52,"Wine - Magnotta, Merlot Sr Vqa",Cookies - Assorted
54593,35164.1,781.42,45,"Pepper - Black, Whole",Steam Pan - Half Size Deep
46426,28110.26,585.63,48,Dried Figs,"Lentils - Red, Dry"
78831,50001.25,1086.98,46,Veal - Inside,Veal - Inside
49665,37000.91,649.14,57,Kiwi,Chef Hat 20cm
67028,41085.87,893.17,46,Coffee - Dark Roast,Water - Aquafina Vitamin
77842,39585.28,899.67,44,Bread - French Baquette,"Garlic - Primerba, Paste"
50073,34151.26,696.96,49,Muffin Batt - Choc Chk,Tuna - Salad Premix
76686,43932.32,1098.31,40,Dc - Frozen Momji,Muffin - Carrot Individual Wrap
73093,59739.43,1106.29,54,"Liners - Banana, Paper",Wine - White Cab Sauv.on
51257,31288.36,625.77,50,"Oranges - Navel, 72",Quiche Assorted
62071,37617.33,835.94,45,Smoked Paprika,Pail With Metal Handle 16l White
73376,53301.1,1045.12,51,"Placemat - Scallop, White",Shrimp - 31/40
80045,56825.63,1159.71,49,Chef Hat 20cm,Blueberries
64099,45023.94,882.82,51,Otomegusa Dashi Konbu,Otomegusa Dashi Konbu
41028,32448.16,589.97,55,Butter - Unsalted,"Bread - Roll, Soft White Round"
80394,53726.77,1143.12,47,Rabbit - Whole,Squid - Tubes / Tenticles 10/20
80218,46922.81,920.06,51,Ocean Spray - Kiwi Strawberry,Ecolab - Solid Fusion
52666,32720.39,711.31,46,Muffin - Carrot Individual Wrap,Pasta - Orecchiette
60863,33987.4,828.96,41,Sponge Cake Mix - Chocolate,Bouq All Italian - Primerba
54021,32238.72,700.84,46,"Wine - Magnotta, Merlot Sr Vqa","Soup - Campbells, Beef Barley"
67653,55373.51,907.76,61,Grapes - Red,Tahini Paste
81337,63117.3,901.68,70,Pickerel - Fillets,Beer - Sleemans Cream Ale
45261,21624.8,584.45,37,"Cheese - Brie,danish",Garbag Bags - Black
94030,72325.49,1205.42,60,Beans - Kidney White,"Crab - Dungeness, Whole"
42135,25193.38,585.89,43,Chef Hat 20cm,Mussels - Frozen
69690,52671.65,924.06,57,Cocktail Napkin Blue,Cocktail Napkin Blue
71262,46809.91,936.2,50,Wine - White Cab Sauv.on,Pasta - Angel Hair
39894,24987.65,499.75,50,"Pepper - Paprika, Hungarian","Garlic - Primerba, Paste"
53414,27525.79,705.79,39,Chef Hat 20cm,Cheese - Wine
87063,64862.37,1247.35,52,Tia Maria,"Beets - Candy Cane, Organic"
59246,24323.94,623.69,39,Onion Powder,"Wine - Magnotta, Merlot Sr Vqa"
41054,26668.53,606.1,44,Lettuce - Treviso,"Cheese - Brie, Triple Creme"
66150,49134.6,792.49,62,Vinegar - Sherry,Vinegar - Sherry
75314,57025.75,1000.45,57,Vinegar - Tarragon,Pork - Kidney
85258,54308.9,1206.86,45,Sauerkraut,Phyllo Dough
84199,59557.55,1215.46,49,Cheese - Cheddarsliced,Sauce - Hollandaise
93788,61784.64,1165.75,53,Table Cloth 81x81 White,Table Cloth 81x81 White
71083,40323.9,916.45,44,Longos - Grilled Chicken With,"Peas - Pigeon, Dry"
44856,31190.28,636.54,49,Baking Powder,Baking Powder
69318,40608.76,882.8,46,Beer - Labatt Blue,Beer - Labatt Blue
77937,54431.26,1209.58,45,"Rum - Coconut, Malibu",Bread - Raisin Walnut Oval
82597,56902.17,1034.58,55,Ocean Spray - Kiwi Strawberry,Ocean Spray - Kiwi Strawberry
41501,32370.32,522.1,62,Cheese - Mozzarella,Cheese - Mozzarella
56638,40751.97,783.69,52,Jagermeister,Veal - Slab Bacon
62310,36069.6,858.8,42,Juice - V8 Splash,Juice - V8 Splash
47727,36119.35,694.6,52,Yoghurt Tubes,Beets - Mini Golden
86259,64622.34,1196.71,54,"Beets - Candy Cane, Organic","Beets - Candy Cane, Organic"
63929,43184.69,863.69,50,Bread - Bistro White,Bread - Bistro White
88236,40343.54,1090.37,37,Kellogs All Bran Bars,Kellogs All Bran Bars
48012,28561.92,680.05,42,Muffin - Zero Transfat,Dc - Frozen Momji
64054,38278.19,750.55,51,"Water, Tap","Nut - Chestnuts, Whole"
90742,70713.23,1178.55,60,Cheese - Camembert,Cheese - Camembert
89061,56865.09,1184.69,48,Beef - Montreal Smoked Brisket,"Soup - Campbells, Cream Of"
93741,75786.53,1329.59,57,Broom - Corn,Wine - Charddonnay Errazuriz
56956,42715.33,821.45,52,Flour - Teff,Milk Powder
87247,58992.12,1203.92,49,Black Currants,Cumin - Whole
69395,36138.71,840.44,43,Chocolate - Feathers,Coffee - Irish Cream
86809,52474.43,1093.22,48,V8 - Berry Blend,V8 - Berry Blend
63504,47134.37,856.99,55,Black Currants,"Nut - Chestnuts, Whole"
96003,73220.69,1435.7,51,Towels - Paper / Kraft,Watercress
58156,24193.92,756.06,32,"Wine - White, Schroder And Schyl","Wine - White, Schroder And Schyl"
47738,34779.86,621.07,56,Wine - Wyndham Estate Bin 777,Napkin White - Starched
90829,67677.42,1253.29,54,Ecolab - Lime - A - Way 4/4 L,Wine - Prosecco Valdobiaddene
78026,36279.89,954.73,38,Dried Figs,Muffin Mix - Blueberry
74361,42367.68,941.5,45,"Pasta - Detalini, White, Fresh",Lettuce - California Mix
94473,58522.12,1219.21,48,"Salsify, Organic",Wine - Charddonnay Errazuriz
96774,57967.96,1288.18,45,Water - Aquafina Vitamin,Juice - Orange
85393,55445.15,939.75,59,Cod - Black Whole Fillet,Cheese - Camembert
77589,39229.24,1005.88,39,Tuna - Salad Premix,Quiche Assorted
61914,29552.83,703.64,42,Halibut - Fletches,Sausage - Breakfast
58523,48748.89,727.6,67,Durian Fruit,Durian Fruit
57338,34349.93,780.68,44,Cookie - Dough Variety,Cookie - Dough Variety
82853,56364.26,1024.8,55,Tia Maria,Tia Maria
61892,43796.08,796.29,55,Muffin - Carrot Individual Wrap,Beef - Striploin Aa
69115,44979.21,937.07,48,Soup V8 Roasted Red Pepper,Sugar - Fine
78783,50995.99,1085.02,47,Apricots - Dried,Apricots - Dried
93469,52213.87,1243.19,42,Cookie Chocolate Chip With,Cookie Chocolate Chip With
46214,32711.25,641.4,51,Milk - 1%,Milk - 1%
81332,33597.37,1049.92,32,"Hickory Smoke, Liquid",Bananas
93565,64738.84,1269.39,51,Cinnamon Buns Sticky,Cheese - Bocconcini
83553,45371.18,1055.14,43,Skirt - 29 Foot,Skirt - 29 Foot
96027,78962.03,1294.46,61,"Beans - Kidney, Canned",Tea - Earl Grey
53273,26131.92,593.91,44,Wine - Hardys Bankside Shiraz,Wine - Hardys Bankside Shiraz
76160,42964.45,1074.11,40,Curry Paste - Madras,Whmis - Spray Bottle Trigger
83930,52632.57,1052.65,50,Duck - Breast,Duck - Breast
72912,56504.83,1153.16,49,Smirnoff Green Apple Twist,Smirnoff Green Apple Twist
56893,36032.15,837.96,43,Soup - Campbells Tomato Ravioli,Soup - Campbells Tomato Ravioli
41013,27469.76,499.45,55,Vol Au Vents,Hinge W Undercut
58647,27559.26,725.24,38,General Purpose Trigger,"Turnip - White, Organic"
65457,40183.8,892.97,45,Cookie - Dough Variety,Cookie - Dough Variety
72965,52342.52,872.38,60,Wine - Toasted Head,Crackers Cheez It
84193,68669.45,1125.73,61,Wiberg Super Cure,Bar - Granola Trail Mix Fruit Nut
96405,55636.01,1293.86,43,Chicken - Wieners,Fondant - Icing
49257,22387.18,605.06,37,Sausage - Liver,Pie Filling - Cherry
85243,63476.34,1220.7,52,Scallops - 10/20,Smirnoff Green Apple Twist
53395,34642.88,653.64,53,"Wine - White, Colubia Cresh",Snapple Lemon Tea
84368,56239.98,1249.78,45,"Veal - Brisket, Provimi,bnls","Veal - Brisket, Provimi,bnls"
72366,44200.21,982.23,45,V8 - Berry Blend,Bread - Rye
89959,63910.35,1047.71,61,Cocktail Napkin Blue,Cocktail Napkin Blue
50382,34865.72,670.49,52,Smoked Paprika,Sprouts - Baby Pea Tendrils
50376,29659.89,689.76,43,Beets - Mini Golden,"Orange - Canned, Mandarin"
92604,51415.24,1117.72,46,Durian Fruit,Pork - Kidney
51808,40155.24,704.48,57,Carbonated Water - Blackcherry,"Cheese - Brie,danish"
92243,46619.51,1059.53,44,"Oil - Shortening,liqud, Fry",Pecan Raisin - Tarts
73599,42820.6,951.57,45,Cheese - Victor Et Berthold,Shrimp - 31/40
40284,29818.85,596.38,50,Pastry - Butterscotch Baked,"Soup - Campbells, Cream Of"
78485,39205.9,933.47,42,"Beets - Candy Cane, Organic","Pasta - Detalini, White, Fresh"
46538,29882.79,553.39,54,Phyllo Dough,Phyllo Dough
68859,36328.36,807.3,45,Halibut - Fletches,Halibut - Fletches
41462,26727.51,545.46,49,Dc - Frozen Momji,Water - Spring Water 500ml
88450,63376.42,1195.78,53,Ocean Spray - Ruby Red,Baking Powder
55223,32483.69,792.29,41,Ketchup - Tomato,Wonton Wrappers
79340,40028.5,870.18,46,"Nut - Chestnuts, Whole",Carbonated Water - Cherry
43279,26457.1,575.15,46,"Pasta - Penne, Rigate, Dry",Apricots - Halves
80543,54372.02,1045.62,52,Gloves - Goldtouch Disposable,Gloves - Goldtouch Disposable
53935,36620.27,762.92,48,Beef Wellington,Muffin Batt - Blueberry Passion
83294,68563.34,1224.35,56,Olives - Stuffed,"Beer - Alexander Kieths, Pale Ale"
46485,26134.98,593.98,44,Peas - Frozen,Flour - Teff
92698,60417.66,1258.7,48,Bouq All Italian - Primerba,Bananas
48837,31647.86,719.27,44,Raspberries - Fresh,Raspberries - Fresh
57862,40431.17,825.13,49,"Pork - Bacon, Double Smoked",Corn Meal
57557,40531.17,794.73,51,Snapple Lemon Tea,Ecolab - Solid Fusion
96665,70900.1,1390.2,51,Cheese - Mozzarella,Cheese - Mozzarella
88403,54754.1,1216.76,45,Steam Pan - Half Size Deep,Bagel - Plain
47182,27788.03,631.55,44,Cheese - Taleggio D.o.p.,Smoked Paprika
50186,32586.16,708.39,46,Milk - 1%,Halibut - Steaks
91263,43972.98,1221.47,36,"Cheese - Brie,danish",Grouper - Fresh
71976,54290.14,1044.04,52,Cheese - Victor Et Berthold,Lambcasing
59145,42660.86,711.01,60,Berry Brulee,Cheese - Parmesan Grated
58001,29962.92,730.8,41,Veal - Inside,Veal - Inside
48296,30850.57,734.54,42,Wine - Gato Negro Cabernet,Wine - Gato Negro Cabernet
58409,22694.22,756.47,30,Table Cloth 54x72 White,Table Cloth 54x72 White
48700,37580.9,659.31,57,Cookie - Dough Variety,"Pasta - Penne, Rigate, Dry"
78190,44361.38,853.1,52,Wine - Blue Nun Qualitatswein,Island Oasis - Mango Daiquiri
69749,40771.88,1019.3,40,Wine - Pinot Noir Latour,"Mushrooms - Black, Dried"
41590,33312.39,520.51,64,"Pepsi - Diet, 355 Ml","Pepsi - Diet, 355 Ml"
71860,46943.66,958.03,49,Rambutan,Rambutan
95982,61720.43,1210.2,51,Cheese - Mozzarella,Cheese - Mozzarella
52083,35967.2,817.44,44,Bandage - Fexible 1x3,Beer - Rickards Red
59424,29502.34,894.01,33,Pork - Inside,"Pork - Bacon, Double Smoked"
61678,52995.63,883.26,60,Grouper - Fresh,Grouper - Fresh
39885,31164.34,577.12,54,"Chicken - Leg, Boneless","Chicken - Leg, Boneless"
44866,26943.8,626.6,43,Sponge Cake Mix - Chocolate,Grenadine
75151,50798.53,1015.97,50,Veal - Sweetbread,"Beer - Alexander Kieths, Pale Ale"
83889,42817.92,973.13,44,Sauce - Rosee,Lettuce - Frisee
97567,63230.53,1405.12,45,"Sauce - Gravy, Au Jus, Mix","Sauce - Gravy, Au Jus, Mix"
55772,29623.64,643.99,46,Otomegusa Dashi Konbu,Durian Fruit
70413,33302.86,951.51,35,Rambutan,Muffin Chocolate Individual Wrap
62256,43979.38,771.57,57,Broom - Corn,Tomatoes Tear Drop
93074,60818.35,1126.27,54,Beer - Original Organic Lager,Sherry - Dry
81177,61318.23,1226.36,50,Rabbit - Whole,Apricots - Dried
79756,50552.53,1203.63,42,Kellogs All Bran Bars,"Wine - Cahors Ac 2000, Clos"
62148,32418.8,853.13,38,Rabbit - Whole,Rabbit - Whole
87717,51930.44,1128.92,46,"Pasta - Penne, Rigate, Dry","Pasta - Penne, Rigate, Dry"
60806,37012.9,881.26,42,"Yogurt - Blueberry, 175 Gr",Chicken - Soup Base
43439,36587.69,562.89,65,Cookie Chocolate Chip With,Wanton Wrap
68427,44268.25,941.88,47,Coffee - Dark Roast,Table Cloth 81x81 White
68689,46671.28,1014.59,46,Yogurt - French Vanilla,Chocolate - Compound Coating
40602,30053.24,518.16,58,Fenngreek Seed,Jagermeister
58114,30225.68,671.68,45,Mayonnaise - Individual Pkg,Wine - Sogrape Mateus Rose
85961,48457.93,1153.76,42,Beets - Mini Golden,Lettuce - Spring Mix
51719,32727.7,711.47,46,Ezy Change Mophandle,Cheese - Taleggio D.o.p.
46962,33459.05,619.61,54,"Pasta - Penne, Rigate, Dry",Apricots - Dried
83826,59416.26,990.27,60,Garbage Bags - Clear,"Seedlings - Mix, Organic"
49316,29464.98,701.55,42,Coffee - Hazelnut Cream,Table Cloth 81x81 White
46065,29998.76,638.27,47,Kellogs All Bran Bars,Kellogs All Bran Bars
53428,41956.14,699.27,60,Gatorade - Xfactor Berry,"Oil - Shortening,liqud, Fry"
40298,28958.05,508.04,57,Meldea Green Tea Liquor,Rosemary - Dry
96644,63466.49,1379.71,46,Sponge Cake Mix - Chocolate,Sponge Cake Mix - Chocolate
63566,36011.99,857.43,42,Cheese - Bocconcini,Veal - Eye Of Round
61649,56296.72,840.25,67,Pecan Raisin - Tarts,Cornflakes
43165,26065.52,482.69,54,Table Cloth 62x114 White,Papayas
78503,46241.28,906.69,51,"Rum - Coconut, Malibu",Wine - Blue Nun Qualitatswein
40280,18359.08,556.34,33,"Wine - Magnotta, Merlot Sr Vqa",Bouq All Italian - Primerba
92150,58396.13,1191.76,49,Bread - Multigrain,Bananas
48927,24013.71,585.7,41,Berry Brulee,"Pasta - Penne, Rigate, Dry"
46717,29004.36,557.78,52,Wine - Blue Nun Qualitatswein,Pomello
90334,51029.55,1244.62,41,Juice - Happy Planet,Soup - Campbells Bean Medley
52041,30448.38,676.63,45,Dried Figs,Dried Figs
70396,42476.71,987.83,43,"Bar Mix - Pina Colada, 355 Ml","Bar Mix - Pina Colada, 355 Ml"
69399,36211.71,862.18,42,Zucchini - Yellow,Coffee - Hazelnut Cream
59904,40174.89,717.41,56,Chips Potato Salt Vinegar 43g,Chinese Foods - Chicken
73772,42368.3,962.92,44,Juice - Orange,Berry Brulee
83136,48450.92,1076.69,45,Bacardi Breezer - Tropical,Sunflower Seed Raw
62541,43518.78,870.38,50,Beef - Inside Round,Eggplant - Asian
85777,61550.11,1139.82,54,"Pasta - Detalini, White, Fresh",Wine - Redchard Merritt
89040,55320.2,1177.03,47,"Placemat - Scallop, White","Placemat - Scallop, White"
42873,20381.22,536.35,38,Flour - Pastry,Flour - Pastry
83794,59125.63,1137.03,52,"Bread - Roll, Soft White Round",Wine - Magnotta - Cab Sauv
47688,19410.34,588.19,33,Wine - Hardys Bankside Shiraz,Beer - Original Organic Lager
48176,36728.61,655.87,56,Ice Cream Bar - Hageen Daz To,Ice Cream Bar - Hageen Daz To
90701,47628.5,1058.41,45,Wine - Redchard Merritt,Olives - Kalamata
49867,32242.99,686.02,47,Vinegar - Sherry,Smoked Paprika
95152,63906.04,1278.12,50,Cheese - Mozzarella,Cheese - Mozzarella
78974,43542.06,967.6,45,Browning Caramel Glace,Apricots - Halves
84350,48244.64,1237.04,39,Cassis,Vol Au Vents
41841,30581.85,577.02,53,Soupfoamcont12oz 112con,Arizona - Green Tea
77606,46232.02,963.17,48,Cattail Hearts,Flour - Teff
90850,62195.43,1110.63,56,Carbonated Water - Cherry,Coffee - Irish Cream
61559,27066.51,694.01,39,Pork - Kidney,Pork - Kidney
43582,24698.84,574.39,43,"Thyme - Lemon, Fresh",Kellogs Special K Cereal
85020,51798.97,1151.09,45,Shrimp - 31/40,Longos - Grilled Salmon With Bbq
72632,46931.88,920.23,51,"Pepper - White, Ground","Pepper - White, Ground"
83135,59189.13,1183.78,50,"Turkey - Whole, Fresh","Veal - Inside, Choice"
74225,50825.44,996.58,51,Corn Meal,Skirt - 29 Foot
